gr666_30 665 10 40

329	53.33	9.59
330	54.2	10.08
331	54.05	12.07
332	51.57	7.37
333	52.24	9.44
334	52.07	11.38
335	52.31	13.24
336	50.47	6.05
337	50.44	7.05
338	50.56	6.59
339	51.12	6.47
340	51.17	7.17
341	51.28	7.01
342	51.28	7.13
343	51.32	7.13
344	51.31	7.28
345	51.19	9.29
346	50.58	11.01
347	51.29	11.58
348	51.19	12.2
349	50.5	12.55
350	51.03	13.44
351	49.14	6.59
352	50.07	8.4
353	49.25	8.43
354	49.48	9.56
355	49.27	11.04
356	49.03	8.24
357	48.46	9.11
358	49.01	12.06
359	48.08	11.34
360	46.12	6.09
361	46.31	6.38
362	46.57	7.26
363	47.33	7.35
364	47.23	8.32
365	47.16	11.24
366	47.48	13.02
367	48.18	14.18
368	48.13	16.2
369	47.05	15.27
370	45.03	7.4
371	45.28	9.12
372	45.27	11
373	45.27	12.21
374	45.4	13.46
375	44.25	8.57
376	44.29	11.2
377	43.46	11.15
378	43.55	12.28
379	39.2	9
380	41.54	12.29
381	40.51	14.17
382	41.27	15.34
383	41.07	16.52
384	40.28	17.15
385	38.11	15.33
386	37.3	15.06
387	38.07	13.21
388	35.54	14.31
389	53.24	14.32
390	54.23	18.4
391	53.08	18
392	52.25	16.55
393	51.46	19.3
394	52.15	21
395	53.09	23.09
396	51.06	17
397	50.16	19
398	50.03	19.58
399	51.15	22.35
400	49.45	13.23
401	50.05	14.26
402	49.5	18.17
403	49.12	16.37
404	48.09	17.07
405	48.43	21.15
406	47.3	19.05
407	47.32	21.38
408	46.05	18.13
409	46.15	20.09
410	45.45	21.13
411	46.47	23.36
412	47.1	27.35
413	45.48	24.09
414	45.39	25.37
415	44.26	26.06
416	44.11	28.39
417	46.03	14.31
418	45.2	14.27
419	45.48	15.58
420	43.31	16.27
421	43.52	18.25
422	44.5	20.3
423	42.38	18.07
424	41.59	21.26
425	41.2	19.5
426	42.41	23.19
427	42.09	24.45
428	43.13	27.55
429	42.3	27.28
430	39.36	19.56
431	40.38	22.56
432	38.15	21.44
433	37.58	23.43
434	35.2	25.09
435	35.1	33.22
436	68.58	33.05
437	64.34	40.32
438	59.55	30.15
439	59.25	24.45
440	56.57	24.06
441	54.43	20.3
442	54.41	25.19
443	53.54	27.34
444	49.5	24
445	50.26	30.31
446	46.28	30.44
447	55.45	37.35
448	56.2	44
449	55.45	49.08
450	53.12	50.09
451	51.4	39.1
452	50	36.15
453	48.27	34.59
454	44.36	33.32
455	47.14	39.42
456	48.44	44.25
457	46.21	48.03
458	41.43	44.49
459	40.11	44.3
460	40.23	49.51
461	58	56.15
462	56.51	60.36
463	67.27	63.58
464	69.2	88.06
465	55	73.24
466	55.02	82.55
467	56.01	92.5
468	49.5	73.1
469	43.15	76.57
470	41.2	69.18
471	39.4	66.48
472	38.35	68.48
473	43.48	87.35
474	52.16	104.2
475	47.55	106.53
476	52.03	113.3
477	62.13	129.49
478	64.45	177.29
479	53.01	158.39
480	59.34	150.48
481	50.17	127.32
482	50.35	137.02
483	48.27	135.06
484	46.58	142.42
485	43.1	131.56
486	41.01	28.58
487	38.25	27.09
488	39.56	32.52
489	38.43	35.3
490	39.45	37.02
491	39.55	41.17
492	37.55	40.14
493	37.01	35.18
494	36.12	37.1
495	34.44	36.43
496	33.3	36.18
497	33.53	35.3
498	31.57	35.56
499	32.5	35
500	32.04	34.46
501	31.46	35.14
502	24.28	39.36
503	21.3	39.12
504	21.27	39.49
505	15.23	44.12
506	14.48	42.57
507	12.45	45.12
508	14.32	49.08
509	23.37	58.35
510	25.18	55.18
511	25.17	51.32
512	26.13	50.35
513	24.38	46.43
514	29.2	47.59
515	30.3	47.47
516	33.21	44.25
517	35.28	44.28
518	36.2	43.08
519	38.05	46.18
520	37.16	49.36
521	35.4	51.26
522	34.19	47.04
523	30.2	48.16
524	32.4	51.38
525	29.36	52.32
526	30.17	57.05
527	36.18	59.36
528	34.2	62.12
529	31.32	65.3
530	34.31	69.12
531	33.36	73.04
532	31.35	74.18
533	31.25	73.05
534	30.11	71.29
535	30.12	67
536	27.42	68.52
537	25.22	68.22
538	24.52	67.03
539	30.19	78.02
540	28.4	77.13
541	26.17	73.02
542	26.55	75.49
543	26.28	80.21
544	25.2	83
545	25.36	85.07
546	22.32	88.22
547	23.02	72.37
548	21.09	79.06
549	20.3	85.5
550	18.58	72.5
551	17.23	78.29
552	17.42	83.18
553	15.21	75.1
554	12.59	77.35
555	13.05	80.17
556	10.49	78.41
557	9.56	78.07
558	6.56	79.51
559	27.43	85.19
560	27.28	89.39
561	23.43	90.25
562	22.2	91.5
563	22	96.05
564	16.47	96.1
565	18.47	98.59
566	19.52	102.08
567	17.58	102.36
568	21.02	105.51
569	16.28	107.36
570	16.04	108.13
571	10.45	106.4
572	11.33	104.55
573	13.45	100.31
574	5.25	100.2
575	3.1	101.42
576	1.17	103.51
577	3.35	98.4
578	-0.57	100.21
579	-2.55	104.45
580	-6.1	106.48
581	-6.54	107.36
582	-7.48	110.22
583	-7.15	112.45
584	-8.39	115.13
585	-10.1	123.35
586	-3.2	114.35
587	1.33	110.2
588	4.56	114.55
589	-0.3	117.09
590	-5.07	119.24
591	1.29	124.51
592	-3.43	128.12
593	-5.4	132.45
594	7.04	125.36
595	10.18	123.54
596	10.42	122.34
597	14.35	121
598	22.17	114.09
599	22.38	120.17
600	25.03	121.3
601	29.4	91.09
602	36.03	103.41
603	34.15	108.52
604	30.39	104.04
605	29.39	106.34
606	25.05	102.4
607	23.06	113.16
608	26.06	119.17
609	30.36	114.17
610	32.03	118.47
611	31.14	121.28
612	34.48	113.39
613	36.06	120.19
614	37.55	112.3
615	39.08	117.12
616	39.55	116.25
617	38.53	121.35
618	41.48	123.27
619	45.45	126.41
620	39.01	125.45
621	37.33	126.58
622	35.06	129.03
623	43.03	141.21
624	39.43	140.07
625	38.15	140.53
626	35.42	139.46
627	35.1	136.55
628	36.34	136.39
629	35	135.45
630	34.4	135.3
631	34.24	132.27
632	32.48	129.55
633	31.36	130.33
634	26.13	127.4
635	13.28	144.47
636	-2.32	140.42
637	-4.12	152.12
638	-9.3	147.1
639	-12.28	130.5
640	-31.56	115.5
641	-34.55	138.35
642	-37.49	144.58
643	-42.53	147.19
644	-33.52	151.13
645	-27.28	153.02
646	-19.16	146.48
647	-23.42	133.53
648	-45.52	170.3
649	-43.32	172.38
650	-41.18	174.47
651	-36.52	174.46
652	-21.08	-175.12
653	-14.16	-170.42
654	-18.08	178.25
655	-22.16	166.27
656	-9.26	159.57
657	-0.32	166.55
658	11.35	165.23
659	21.19	-157.52
660	1.52	-157.2
661	-9.45	-139
662	-17.32	-149.34
663	-25.04	-130.06
664	-27.07	-109.22
665	-90	0
